koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,label
FALSE POSITIVE,25.431861399,5.23771,46564.7,43.42,601.0,30.92,785.0,5754.0,4.458,0.9,0
FALSE POSITIVE,3.98855869,1.467,214.1,2.4,1447.0,1036.21,10.5,5791.0,4.057,1.646,0
FALSE POSITIVE,20.413052415,4.4621,92672.5,35.03,668.0,47.14,1620.8,5941.0,4.487,0.963,0
FALSE POSITIVE,0.527679032,1.395,84.1,0.79,2115.0,4714.94,14.8,5799.0,4.548,0.86,0
FALSE POSITIVE,0.527673075,1.3693,26.1,0.42,1970.0,3535.35,2.3,5367.0,4.514,0.828,0
FALSE POSITIVE,2.44295727,4.0656,15298.0,44.35,1352.0,788.17,85.5,5780.0,4.438,1.0,0
FALSE POSITIVE,3.31587688,3.152,185.6,1.27,1097.0,342.77,11.4,5385.0,4.476,0.875,0
FALSE POSITIVE,49.788613011,7.41807,219219.0,32.57,271.0,1.28,1566.8,3892.0,4.708,0.542,0
FALSE POSITIVE,1.38607973,8.7,64.6,0.6,1356.0,798.8,2.8,5261.0,4.562,0.768,0
FALSE POSITIVE,0.648868342,2.82428,34769.5,72.32,2882.0,16368.52,477.0,6531.0,4.12,1.524,0
FALSE POSITIVE,5.088582739,7.6066,448.9,46.02,1786.0,2400.3,40.3,7514.0,4.052,1.955,0
FALSE POSITIVE,0.792023257,3.2604,176.6,0.81,1300.0,678.05,49.6,4447.0,4.632,0.625,0
FALSE POSITIVE,10.643743766,6.29783,436506.0,47.87,675.0,49.06,3167.9,5282.0,4.578,0.694,0
FALSE POSITIVE,1.7317958,2.924,60.6,1.19,1825.0,2628.3,10.5,5691.0,4.095,1.508,0
FALSE POSITIVE,8.65298599,1.549,313.8,1.36,734.0,68.48,12.4,5210.0,4.538,0.749,0
FALSE POSITIVE,1.19563447,5.3934,8245.0,14.94,1988.0,3686.75,105.8,5583.0,4.115,1.413,0
FALSE POSITIVE,0.550537628,1.216,72.0,1.93,4181.0,71798.87,4.9,8098.0,4.013,2.199,0
FALSE POSITIVE,2.53470797,20.143,328.2,50.25,2117.0,4744.68,99.5,6440.0,3.874,2.254,0
FALSE POSITIVE,0.530799654,3.487,318.5,2.92,3102.0,21896.26,12.5,6534.0,4.128,1.622,0
FALSE POSITIVE,1.0429419,7.22,412.0,2.49,1795.0,2448.03,40.9,5780.0,4.438,1.0,0
FALSE POSITIVE,6.12650913,15.43,2434.0,9.08,1370.0,832.67,3.1,6881.0,4.252,1.534,0
FALSE POSITIVE,0.720589427,4.329,70.0,1.95,3927.0,56448.93,1.7,8497.0,4.07,2.211,0
FALSE POSITIVE,0.573036404,1.3176,4174.5,9.97,2376.0,7539.67,419.6,5745.0,4.29,1.196,0
FALSE POSITIVE,0.643171495,2.31285,41160.0,54.03,2193.0,5486.36,641.4,5899.0,4.387,0.989,0
FALSE POSITIVE,14.086776961,10.1279,106837.0,65.6,1197.0,485.09,1856.9,7138.0,4.062,1.89,0
FALSE POSITIVE,1.872620976,1.7626,1530.6,31.43,1550.0,1362.23,181.9,6031.0,4.427,1.004,0
FALSE POSITIVE,17.527826808,5.78491,347519.0,49.36,554.0,22.31,2450.1,5079.0,4.579,0.732,0
FALSE POSITIVE,27.467217305,4.17961,71766.5,38.87,527.0,18.22,1986.1,5503.0,4.536,0.742,0
FALSE POSITIVE,40.879068,6.562,499.2,3.35,533.0,19.12,12.2,6072.0,4.51,0.923,0
FALSE POSITIVE,0.566802325,1.842,288.4,1.4,1889.0,3012.0,70.3,5233.0,4.489,0.824,0
FALSE POSITIVE,0.634946497,2.40541,426554.0,52.75,1475.0,1123.92,541.4,4446.0,4.567,0.737,0
FALSE POSITIVE,5.077746556,3.1718,18836.7,54.93,1274.0,622.32,616.9,6174.0,4.235,1.271,0
FALSE POSITIVE,2.00383703,3.473,42.3,0.67,1518.0,1256.78,10.5,6045.0,4.439,1.028,0
FALSE POSITIVE,5.321224925,7.48973,98872.1,40.62,958.0,199.25,1203.4,5787.0,4.544,0.758,0
FALSE POSITIVE,2.340534383,4.43017,241360.0,69.55,1581.0,1476.77,881.5,6300.0,4.349,1.136,0
FALSE POSITIVE,0.580724809,1.82,64.2,0.75,2191.0,5418.89,16.9,5989.0,4.492,0.933,0
FALSE POSITIVE,1.72933255,3.631,29.7,0.69,1745.0,2196.53,17.1,5921.0,4.22,1.211,0
FALSE POSITIVE,1.729338354,6.8524,140158.0,139.36,2230.0,5838.68,379.7,5587.0,3.754,2.553,0
FALSE POSITIVE,0.567493852,1.35349,7984.0,65.47,3024.0,19665.18,1219.8,6370.0,4.053,1.548,0
FALSE POSITIVE,2.105238039,5.23595,94675.0,75.1,1966.0,3523.25,1071.9,5947.0,3.943,1.885,0
FALSE POSITIVE,7.226944171,23.0124,682175.0,237.79,1179.0,457.25,3076.6,6270.0,4.199,1.36,0
FALSE POSITIVE,31.973311701,13.2105,75053.7,272.44,1289.0,652.01,1554.1,7854.0,3.669,3.462,0
FALSE POSITIVE,20.849919614,13.7687,313094.0,2912.48,1099.0,345.25,1614.7,7355.0,4.042,1.984,0
FALSE POSITIVE,15.120212531,3.50007,24616.5,33.11,605.0,31.61,928.2,5232.0,4.554,0.725,0
FALSE POSITIVE,3.481657589,4.75315,347012.0,78.24,1485.0,1151.7,7428.7,6225.0,4.191,1.291,0
FALSE POSITIVE,0.739769962,1.95901,20729.3,82.29,3013.0,19590.61,726.2,6465.0,3.947,1.847,0
FALSE POSITIVE,6.570421193,4.4698,60118.0,33.99,946.0,189.25,712.6,5812.0,4.484,0.908,0
FALSE POSITIVE,0.541405029,2.7481,327656.0,125.64,2679.0,12266.51,541.2,5096.0,3.889,1.782,0
FALSE POSITIVE,2.17814186,1.988,127.7,0.92,1174.0,447.79,11.2,5101.0,4.506,0.84,0
FALSE POSITIVE,0.609662423,4.24033,140917.0,110.14,3834.0,51214.99,3250.1,7498.0,3.964,2.274,0
FALSE POSITIVE,0.953299962,1.69478,2236.6,35.67,2011.0,3850.25,298.0,6183.0,4.407,1.02,0
FALSE POSITIVE,2.745640575,3.04508,45264.7,47.22,1300.0,673.9,918.0,5780.0,4.438,1.0,0
FALSE POSITIVE,12.180721266,4.15602,414950.0,63.25,742.0,71.88,1809.8,5750.0,4.538,0.882,0
FALSE POSITIVE,50.467024395,8.96181,103144.0,52.88,523.0,17.63,1435.1,6137.0,4.448,1.012,0
FALSE POSITIVE,0.84986054,1.3875,6571.5,67.45,2260.0,6185.9,100.1,5164.0,3.949,1.676,0
FALSE POSITIVE,0.933728196,3.441,67.7,0.85,2006.0,3826.49,13.3,6170.0,4.43,1.032,0
FALSE POSITIVE,2.03742712,3.939,36.0,0.9,1812.0,2550.21,11.4,6356.0,4.215,1.358,0
FALSE POSITIVE,5.274819905,4.6688,108965.0,100.89,1646.0,1733.91,902.5,7247.0,4.111,1.834,0
FALSE POSITIVE,0.527678272,2.33166,247744.0,75.31,2551.0,9989.53,706.1,5321.0,4.069,1.475,0
FALSE POSITIVE,3.55027051,1.879,212.7,1.15,1036.0,272.61,7.6,5497.0,4.581,0.8,0
FALSE POSITIVE,65.4317194,12.2384,153407.0,59.22,490.0,13.58,1146.6,6201.0,4.431,1.04,0
FALSE POSITIVE,1.718649321,3.94095,190567.0,39.08,1499.0,1194.16,833.4,6071.0,4.541,0.865,0
FALSE POSITIVE,7.2949175,41.04,182.8,11.67,763.0,79.99,18.9,5289.0,4.614,0.731,0
FALSE POSITIVE,7.2935801,40.02,124.5,17.41,925.0,173.44,26.6,5900.0,4.509,0.951,0
FALSE POSITIVE,42.9261364,2.578,378.4,1.84,490.0,13.65,8.6,5628.0,4.503,0.953,0
FALSE POSITIVE,1.89129338,5.677,33.8,0.42,1152.0,416.87,15.1,4986.0,4.558,0.733,0
FALSE POSITIVE,1.89124453,5.08,31.0,1.19,2200.0,5537.41,19.4,5850.0,3.72,1.977,0
FALSE POSITIVE,1.89134201,4.674,128.9,0.92,1325.0,729.42,8.9,5658.0,4.567,0.815,0
FALSE POSITIVE,87.87826191,12.8138,339056.0,110.85,530.0,18.65,1974.6,5784.0,3.985,1.642,0
FALSE POSITIVE,15.926632768,7.42888,271858.0,57.95,670.0,47.68,2278.9,5496.0,4.471,0.917,0
FALSE POSITIVE,0.958116585,2.3496,2374.1,49.16,2271.0,6312.99,296.0,6032.0,4.147,1.365,0
FALSE POSITIVE,39.841522897,8.79024,143685.0,116.52,765.0,80.93,4421.6,6078.0,3.946,2.07,0
FALSE POSITIVE,1.891268461,8.24958,641910.0,399.93,5047.0,153163.32,4211.8,11287.0,3.642,4.662,0
FALSE POSITIVE,1.89114441,8.724,49.9,6.57,932.0,177.97,16.7,4267.0,4.637,0.627,0
FALSE POSITIVE,61.25964956,12.1777,233258.0,54.72,447.0,9.45,880.3,5912.0,4.532,0.889,0
FALSE POSITIVE,0.872359598,3.74512,267053.0,67.08,2112.0,4703.58,1063.2,6240.0,4.391,1.048,0
FALSE POSITIVE,374.318792,5.96,1541400.0,243.21,241.0,0.79,10.3,5997.0,4.572,0.815,0
FALSE POSITIVE,5.627911313,7.08223,434329.0,81.61,1167.0,438.81,2890.7,6280.0,4.361,1.115,0
FALSE POSITIVE,0.62927655,0.9698,839.5,4.64,2102.0,4624.3,30.9,5628.0,4.388,0.976,0
FALSE POSITIVE,1.22578134,2.235,99376.0,53.32,1701.0,1973.12,86.8,5780.0,4.438,1.0,0
FALSE POSITIVE,0.751408792,2.2974,17481.0,41.48,1926.0,3241.36,267.3,5697.0,4.46,0.903,0
FALSE POSITIVE,0.866344816,1.9188,233.6,6.85,3569.0,38575.44,46.5,4936.0,3.055,4.527,0
FALSE POSITIVE,2.24294107,2.532,39.4,0.75,1654.0,1763.55,12.1,6082.0,4.195,1.184,0
FALSE POSITIVE,0.950487062,2.9283,11.5,1.35,4231.0,75637.15,15.4,8107.0,3.698,3.385,0
FALSE POSITIVE,5.579631021,3.38646,118321.0,90.32,1108.0,356.56,1268.7,6188.0,4.427,1.022,0
FALSE POSITIVE,21.37831102,21.7174,80571.0,97.23,1062.0,300.32,852.2,4905.0,3.3,3.484,0
FALSE POSITIVE,0.541396363,2.384,181.0,2.04,3204.0,24909.05,20.4,7118.0,4.212,1.489,0
FALSE POSITIVE,0.550509602,1.1836,123.5,5.02,3938.0,56796.99,24.0,4891.0,3.169,4.529,0
FALSE POSITIVE,2.404293523,4.4649,8150.9,888.7,4178.0,71976.93,471.2,4697.0,2.204,17.032,0
FALSE POSITIVE,25.836831272,6.32201,145045.0,50.72,587.0,28.08,3016.9,5691.0,4.477,0.897,0
FALSE POSITIVE,0.94895231,3.952,57.7,2.51,3464.0,33931.93,18.1,6661.0,3.666,3.067,0
FALSE POSITIVE,11.702203927,2.75173,28998.7,57.95,1240.0,560.24,2184.7,6148.0,3.793,2.133,0
FALSE POSITIVE,3.722775537,14.3309,107594.0,90.36,1731.0,2125.53,864.9,5425.0,3.678,2.592,0
FALSE POSITIVE,1.245342215,4.40308,234086.0,90.34,2341.0,7120.27,1178.5,6967.0,4.25,1.476,0
FALSE POSITIVE,0.604755462,1.3741,334.5,1.29,1598.0,1534.24,40.3,4842.0,4.616,0.726,0
FALSE POSITIVE,8.144135648,8.88876,87880.8,56.52,1491.0,1169.67,6113.7,7605.0,4.123,1.862,0
FALSE POSITIVE,0.566795196,2.18,14.8,0.35,2066.0,4277.24,13.1,5680.0,4.516,0.908,0
FALSE POSITIVE,0.566798827,3.662,34.9,0.52,2045.0,4154.8,21.9,5548.0,4.473,0.889,0
FALSE POSITIVE,0.56678012,3.257,27.6,0.49,2073.0,4352.1,13.5,5674.0,4.506,0.911,0
FALSE POSITIVE,0.566800113,3.315,104.0,0.58,1180.0,455.05,18.1,3844.0,4.721,0.526,0
FALSE POSITIVE,0.56679293,3.814,101.1,0.86,2064.0,4264.42,22.1,5812.0,4.551,0.853,0
FALSE POSITIVE,0.566809491,3.156,69.5,0.55,1656.0,1790.3,21.0,4987.0,4.611,0.654,0
FALSE POSITIVE,0.566799218,4.227,18.2,0.79,3153.0,23364.03,19.2,6108.0,3.893,1.753,0
FALSE POSITIVE,0.566797404,4.109,69.4,0.64,1890.0,2993.84,18.8,5313.0,4.51,0.784,0
FALSE POSITIVE,4.719336335,2.83787,12367.1,91.91,1722.0,2078.32,632.4,6792.0,3.971,2.058,0
FALSE POSITIVE,1.258274109,1.92467,14159.9,25.98,1207.0,502.19,669.1,4937.0,4.669,0.587,0
FALSE POSITIVE,8.966610607,4.01883,59618.5,56.94,1038.0,274.04,2049.1,6480.0,4.351,1.132,0
FALSE POSITIVE,15.32763411,6.0662,17749.0,291.01,1472.0,1108.58,117.0,4830.0,2.987,6.784,0
FALSE POSITIVE,2.10413487,4.2269,321239.0,67.03,1421.0,963.4,86.4,5780.0,4.438,1.0,0
FALSE POSITIVE,6.767341062,4.49213,244952.0,52.84,933.0,178.98,3356.8,5926.0,4.513,0.843,0
FALSE POSITIVE,1.92730001,18.812,6177.1,45.99,1614.0,1605.97,351.1,6057.0,4.352,1.11,0
FALSE POSITIVE,48.79936881,8.80873,324547.0,67.36,525.0,17.9,1151.6,6170.0,4.472,0.992,0
FALSE POSITIVE,5.882036054,5.16326,238518.0,119.09,1114.0,363.01,2168.4,5837.0,4.282,1.187,0
FALSE POSITIVE,4.059428737,5.26926,245217.0,67.38,1455.0,1059.83,5461.0,6610.0,4.281,1.33,0
FALSE POSITIVE,19.35954117,12.8464,386979.0,101.44,942.0,186.12,3590.2,6198.0,3.96,1.567,0
FALSE POSITIVE,1.287097944,1.94,106.1,0.89,1631.0,1678.58,12.3,5906.0,4.494,0.852,0
FALSE POSITIVE,3.5565617,6.691,68.0,0.52,883.0,143.89,10.0,4964.0,4.628,0.633,0
FALSE POSITIVE,3.55646511,4.72,46.1,0.56,1076.0,317.0,7.8,5475.0,4.479,0.818,0
FALSE POSITIVE,3.661895766,35.6374,35477.1,374.78,1708.0,2012.26,291.7,6793.0,4.101,1.589,0
FALSE POSITIVE,2.35195525,5.98883,212828.0,59.62,1678.0,1876.0,1819.1,6550.0,4.324,1.225,0
FALSE POSITIVE,1.882438182,3.50695,344205.0,74.77,1818.0,2589.75,2051.3,6322.0,4.211,1.213,0
FALSE POSITIVE,5.682410334,5.33373,220418.0,72.9,1141.0,401.43,2041.6,5897.0,4.278,1.196,0
FALSE POSITIVE,2.199069234,6.30646,225250.0,118.99,2104.0,4632.97,5915.4,6613.0,4.014,1.925,0
FALSE POSITIVE,1.481655821,3.4913,59134.0,59.19,1935.0,3314.58,554.4,6478.0,4.307,1.174,0
FALSE POSITIVE,0.93370968,3.356,62.2,0.38,865.0,131.85,9.2,3615.0,4.839,0.42,0
FALSE POSITIVE,1.388509353,2.84811,37637.5,52.43,1836.0,2679.88,454.6,6075.0,4.315,1.13,0
FALSE POSITIVE,9.089355023,6.4006,101478.0,68.91,1511.0,1233.59,756.4,7675.0,4.051,2.015,0
FALSE POSITIVE,0.94808587,8.03,229.8,37.72,3359.0,30040.23,145.3,6875.0,3.798,2.856,0
FALSE POSITIVE,10.368552685,4.37878,153233.0,61.14,845.0,120.48,3170.1,5855.0,4.418,0.944,0
FALSE POSITIVE,13.8602646,74.26,481.1,19.71,690.0,53.56,72.3,5667.0,4.535,0.796,0
FALSE POSITIVE,13.639480425,3.12422,81103.0,44.0,680.0,50.51,664.1,5461.0,4.517,0.846,0
FALSE POSITIVE,6.882686062,5.47323,373662.0,60.49,921.0,169.85,2842.2,5704.0,4.483,0.948,0
FALSE POSITIVE,1.407937865,1.585,50793.0,19.09,1179.0,457.02,137.3,4627.0,4.564,0.741,0
FALSE POSITIVE,1.89117723,6.986,176.2,164.49,3536.0,36995.02,17.4,5086.0,2.66,6.86,0
FALSE POSITIVE,52.884577,7.892,11969.0,48.13,555.0,22.44,72.6,6483.0,4.42,1.078,0
FALSE POSITIVE,1.429439352,2.424,3367.1,54.36,2079.0,4417.56,292.0,6491.0,4.223,1.371,0
FALSE POSITIVE,2.821328194,5.02692,64776.0,40.0,1807.0,2520.03,1227.3,6701.0,4.121,1.506,0
FALSE POSITIVE,11.961308501,4.6414,310679.0,51.58,696.0,55.37,1907.8,5564.0,4.587,0.785,0
FALSE POSITIVE,204.280255,37.2,10579.0,8.99,236.0,0.73,35.1,4907.0,4.582,0.727,0
FALSE POSITIVE,0.572079631,2.27811,127786.0,29.45,1716.0,2036.56,578.2,5233.0,4.625,0.639,0
FALSE POSITIVE,0.822314545,3.3374,32.7,0.54,1922.0,3227.02,3.8,5709.0,4.409,0.938,0
FALSE POSITIVE,31.005392846,3.073,560314.0,141.82,682.0,51.25,1236.1,5023.0,3.9,1.784,0
FALSE POSITIVE,2.189097,5.768,3001.0,13.92,647.0,41.37,13.5,3624.0,4.848,0.406,0
FALSE POSITIVE,17.51191534,5.678,728.8,52.64,2246.0,6014.16,41.0,4029.0,1.786,20.888,0
FALSE POSITIVE,41.3701638,29.254,6907.1,59.95,1133.0,389.15,91.3,4764.0,2.777,6.883,0
FALSE POSITIVE,1.306220168,5.14519,481370.0,83.16,2095.0,4556.14,2019.4,6600.0,4.238,1.124,0
FALSE POSITIVE,631.632,16.13,295.1,1.56,201.0,0.38,8.6,5689.0,4.493,0.894,0
FALSE POSITIVE,0.756511623,2.81832,41596.1,77.4,2549.0,9947.96,845.0,6343.0,4.199,1.417,0
FALSE POSITIVE,10.845286549,4.3876,7473.8,319.52,1682.0,1893.11,416.1,5096.0,3.094,7.023,0
FALSE POSITIVE,32.45541269,7.3736,136386.0,23.48,392.0,5.55,180.9,4869.0,4.71,0.543,0
FALSE POSITIVE,5.917085496,23.7545,563292.0,75.86,1005.0,241.42,1331.5,5661.0,4.383,0.987,0
FALSE POSITIVE,0.958871144,2.74361,232350.0,45.91,1743.0,2174.51,1191.2,5530.0,4.425,0.892,0
FALSE POSITIVE,0.5402463,13.93,1148.0,6.2,3249.0,26335.17,1.6,7296.0,4.249,1.498,0
FALSE POSITIVE,1.288046428,3.637,32.3,2.18,2945.0,17822.99,20.3,5216.0,3.287,3.871,0
FALSE POSITIVE,4.200206781,5.21948,82364.4,105.07,1737.0,2150.58,943.7,6873.0,4.051,1.923,0
FALSE POSITIVE,6.091954982,3.60482,36700.0,26.96,1036.0,272.7,1508.7,6063.0,4.424,0.913,0
FALSE POSITIVE,485.52409,11.04,4147.0,6149.09,191.0,0.31,10.8,5227.0,4.584,0.8,0
FALSE POSITIVE,0.76647343,2.46345,199901.0,42.33,1628.0,1654.36,545.0,5297.0,4.594,0.722,0
FALSE POSITIVE,5.2439783,10.1,93.5,1.03,1068.0,307.32,13.1,6029.0,4.481,0.956,0
FALSE POSITIVE,5.2436639,10.53,93.5,0.88,1059.0,296.41,10.4,6212.0,4.537,0.862,0
FALSE POSITIVE,5.2438269,8.235,128.6,0.76,743.0,72.18,11.3,4634.0,4.597,0.689,0
FALSE POSITIVE,0.56678702,3.074,7.5,0.27,2356.0,7279.54,11.2,6045.0,4.375,0.999,0
FALSE POSITIVE,2.19642864,4.933,99.5,0.79,1193.0,477.24,11.8,5376.0,4.576,0.806,0
FALSE POSITIVE,2.19635512,9.65516,266552.0,82.04,1793.0,2448.43,2132.0,6438.0,4.182,1.273,0
FALSE POSITIVE,26.718417546,8.14155,72975.7,66.69,727.0,65.88,2173.1,5957.0,4.168,1.286,0
FALSE POSITIVE,0.615787196,3.067,110.6,3.5,3886.0,53910.99,23.9,6315.0,3.603,3.075,0
FALSE POSITIVE,548.08441,17.66,560.0,2.35,222.0,0.58,7.4,5780.0,4.438,1.0,0
FALSE POSITIVE,2.213964145,6.7598,123355.0,57.06,1891.0,3030.64,951.4,6256.0,4.037,1.514,0
FALSE POSITIVE,1.025534511,3.52048,110948.0,43.68,1896.0,3066.26,3769.0,6267.0,4.487,0.919,0
FALSE POSITIVE,7.64941291,6.56935,236246.0,53.4,1050.0,287.83,9054.7,6387.0,4.398,1.076,0
FALSE POSITIVE,13.174807933,3.37392,71070.9,51.06,811.0,102.2,1812.6,6067.0,4.433,0.997,0
FALSE POSITIVE,0.655094658,6.159,372.0,26.41,2173.0,5290.98,59.5,6063.0,4.476,1.012,0
FALSE POSITIVE,0.692239369,2.91121,62962.0,67.05,2594.0,10725.15,469.2,6163.0,4.137,1.358,0
FALSE POSITIVE,17.030857558,4.24308,77832.4,73.8,836.0,115.15,1947.8,5575.0,4.066,1.423,0
FALSE POSITIVE,43.797829003,7.70289,415020.0,93.43,668.0,47.15,1375.1,6860.0,4.326,1.292,0
FALSE POSITIVE,4.254417651,6.55436,294547.0,133.79,1360.0,806.64,2074.5,6292.0,4.256,1.235,0
FALSE POSITIVE,18.778162159,8.1018,488408.0,127.57,1002.0,238.5,3788.7,6794.0,4.102,1.71,0
FALSE POSITIVE,1.575710265,6.83787,173954.0,246.75,2630.0,11307.3,1975.1,5017.0,3.35,4.293,0
FALSE POSITIVE,2.534740757,4.85013,364349.0,52.52,1230.0,541.27,675.7,5810.0,4.56,0.781,0
FALSE POSITIVE,37.59406667,8.9943,28617.7,43.08,554.0,22.2,485.8,5941.0,4.426,0.917,0
FALSE POSITIVE,3.6972959,21.335,19.7,1.07,1571.0,1438.97,23.6,6313.0,4.12,1.594,0
FALSE POSITIVE,6.855624762,3.02199,70873.0,33.93,987.0,224.32,1397.7,6109.0,4.476,0.931,0
FALSE POSITIVE,80.7060641,6.8899,11851.5,15.47,428.0,7.96,268.1,6053.0,4.494,0.949,0
FALSE POSITIVE,2.17814513,2.321,136.0,1.22,1428.0,981.63,13.8,6053.0,4.494,0.949,0
FALSE POSITIVE,1.089077111,3.8834,304072.0,77.59,2045.0,4147.85,476.6,6126.0,4.285,1.176,0
FALSE POSITIVE,1.089057762,1.637,37.4,0.44,1404.0,917.78,9.2,5096.0,4.582,0.737,0
FALSE POSITIVE,0.379412331,1.561,594.0,1.59,1643.0,1724.34,20.2,4331.0,4.62,0.666,0
FALSE POSITIVE,0.585940879,4.6979,1943.6,26.57,1873.0,2897.54,189.9,5459.0,4.583,0.797,0
FALSE POSITIVE,0.646523404,3.917,25.2,0.85,3163.0,23676.16,14.2,7257.0,4.185,1.631,0
FALSE POSITIVE,0.626431697,2.0171,37224.0,34.05,1709.0,2003.98,174.0,5134.0,4.56,0.721,0
FALSE POSITIVE,2.696354974,5.39585,245988.0,80.71,1815.0,2560.78,2717.0,6472.0,4.08,1.579,0
FALSE POSITIVE,14.762889172,6.52705,79329.6,53.72,759.0,78.43,1779.1,5691.0,4.354,1.031,0
FALSE POSITIVE,4.5638537,13.05,71.9,2.97,1533.0,1305.08,16.8,5446.0,3.793,2.39,0
FALSE POSITIVE,1.463775066,0.953,45.1,1.2,2308.0,6722.29,12.7,6781.0,4.125,1.651,0
FALSE POSITIVE,8.098754149,5.62354,56616.3,123.02,1176.0,452.03,5402.0,6328.0,4.16,1.45,0
FALSE POSITIVE,0.587938916,1.40211,7339.5,29.98,1800.0,2476.75,563.0,5237.0,4.543,0.74,0
FALSE POSITIVE,246.87131,10.69,433.6,2.02,302.0,1.97,6.9,6168.0,4.488,0.96,0
FALSE POSITIVE,1.559090282,4.95211,226981.0,129.87,2905.0,16893.61,1315.5,7279.0,3.856,2.624,0
FALSE POSITIVE,1.81993557,2.43,109.1,0.66,907.0,159.62,10.1,4205.0,4.668,0.578,0
FALSE POSITIVE,0.612888148,2.822,43.1,0.93,2796.0,14401.76,15.9,6720.0,4.276,1.368,0
FALSE POSITIVE,15.541358818,2.44433,10308.2,149.19,1174.0,448.22,773.4,5092.0,3.42,3.54,0
FALSE POSITIVE,12.8177012,3.465,75.6,1.21,999.0,235.16,8.0,6290.0,4.151,1.385,0
FALSE POSITIVE,2.274628199,4.52648,103972.0,104.26,2092.0,4536.51,2047.9,6389.0,3.914,1.947,0
FALSE POSITIVE,85.338393,8.5,633.0,11.4,741.0,71.36,27.9,4850.0,3.134,4.696,0
FALSE POSITIVE,5.499941793,11.3096,47751.3,59.94,1878.0,2942.15,814.1,7079.0,3.827,2.634,0
FALSE POSITIVE,2.629870555,6.606,101310.0,34.05,1291.0,659.45,1026.0,5566.0,4.382,0.967,0
FALSE POSITIVE,6.62761199,6.15281,227141.0,82.03,1204.0,496.41,4355.5,6316.0,4.231,1.333,0
FALSE POSITIVE,28.597880332,7.71925,85951.6,74.25,1014.0,250.21,2526.2,6590.0,3.787,2.474,0
FALSE POSITIVE,30.476518853,10.2264,326626.0,71.42,592.0,28.96,1347.9,5527.0,4.315,1.073,0
FALSE POSITIVE,252.1638623,23.92,103788.0,50.74,242.0,0.81,864.5,5432.0,4.608,0.745,0
FALSE POSITIVE,22.271198511,4.58598,179042.0,39.79,515.0,16.62,2141.3,5068.0,4.556,0.73,0
FALSE POSITIVE,73.894163515,9.48995,213900.0,39.18,392.0,5.61,3902.3,5442.0,4.469,0.841,0
FALSE POSITIVE,1.124033822,5.5728,247561.0,98.04,2547.0,9953.28,792.9,7141.0,4.208,1.563,0
FALSE POSITIVE,2.796661168,3.3781,2363.8,47.68,1661.0,1797.72,251.4,6331.0,4.146,1.326,0
FALSE POSITIVE,15.288709179,5.00366,512474.0,54.56,509.0,15.84,1758.7,4464.0,4.577,0.719,0
FALSE POSITIVE,1.83592242,5.9942,30745.9,46.3,1501.0,1195.13,1378.9,5930.0,4.472,0.976,0
FALSE POSITIVE,1.516372183,1.239,93.8,1.06,1686.0,1911.54,8.8,6142.0,4.456,1.046,0
FALSE POSITIVE,8.784575777,5.3022,262984.0,104.57,1555.0,1380.83,4761.5,8144.0,4.139,1.914,0
FALSE POSITIVE,1.949700508,4.35014,38119.2,56.11,1716.0,2048.37,2271.0,6469.0,4.385,1.193,0
FALSE POSITIVE,9.948701373,3.2922,2749.5,29.19,704.0,57.93,103.1,5152.0,4.517,0.786,0
FALSE POSITIVE,3.457078812,5.24058,315517.0,86.12,1603.0,1560.4,6009.0,6526.0,4.182,1.482,0
FALSE POSITIVE,3.735993484,17.4877,617987.0,571.07,2063.0,4283.18,1587.7,5467.0,3.432,4.055,0
FALSE POSITIVE,12.4239677,16.01,162.4,0.87,606.0,31.93,12.8,4995.0,4.58,0.698,0
FALSE POSITIVE,0.639721284,2.69771,465918.0,46.59,1505.0,1220.53,1012.9,4794.0,4.633,0.625,0
FALSE POSITIVE,1.25338826,3.828,44.7,0.64,1651.0,1750.61,14.8,5869.0,4.513,0.942,0
FALSE POSITIVE,1.620813697,5.9968,121323.0,43.95,1733.0,2127.67,680.4,5757.0,4.209,1.177,0
FALSE POSITIVE,5.2434664,18.47,119.4,2.83,831.0,113.05,10.7,5047.0,4.574,0.766,0
FALSE POSITIVE,5.2439542,9.82,143.8,0.81,778.0,86.51,14.2,4920.0,4.636,0.691,0
FALSE POSITIVE,5.2441517,9.69,90.1,0.91,1056.0,293.68,10.5,6060.0,4.509,0.925,0
FALSE POSITIVE,5.2443332,11.268,29.9,0.58,1054.0,291.25,13.5,5952.0,4.489,0.971,0
FALSE POSITIVE,20.726069913,6.47393,118864.0,51.9,657.0,43.93,1216.8,6011.0,4.522,0.902,0
FALSE POSITIVE,0.566801447,2.352,16.2,0.57,2633.0,11321.32,13.8,5966.0,4.184,1.349,0
FALSE POSITIVE,0.566794934,4.399,68.9,1.15,2457.0,8648.94,21.7,6395.0,4.436,1.049,0
FALSE POSITIVE,0.566800287,3.487,73.9,0.88,2260.0,6188.18,23.3,6075.0,4.486,0.969,0
FALSE POSITIVE,0.566791946,2.77,125.7,1.54,2160.0,5129.25,14.1,5836.0,4.5,0.97,0
FALSE POSITIVE,0.566790294,3.641,64.0,0.89,2432.0,8244.38,22.6,6100.0,4.358,1.093,0
FALSE POSITIVE,0.566799725,4.097,46.7,0.77,2289.0,6460.25,12.5,5576.0,4.297,1.132,0
